2000Feb,0.1036,Normal value (A)
2000Jan,0.1555,Normal value (A)
1999Dec,0.0664,Normal value (A)
1999Nov,0.0891,Normal value (A)
1999Oct,0.0911,Normal value (A)
1999Sep,0.0718,Normal value (A)
1999Aug,0.0636,Normal value (A)
1999Jul,0.0604,Normal value (A)
1999Jun,0.0932,Normal value (A)
1999May,0.0487,Normal value (A)
1999Apr,0.0530,Normal value (A)
1999Mar,0.0899,Normal value (A)
1999Feb,0.0586,Normal value (A)
1999Jan,0.1669,Normal value (A)
1998Dec,0.2172,Normal value (A)
1998Nov,0.1766,Normal value (A)
1998Oct,0.3207,Normal value (A)
1998Sep,0.1596,Normal value (A)
1998Aug,0.1221,Normal value (A)
1998Jul,0.0382,Normal value (A)
1998Jun,0.0561,Normal value (A)
1998May,0.0299,Normal value (A)
1998Apr,0.0257,Normal value (A)
1998Mar,0.0368,Normal value (A)
1998Feb,0.0329,Normal value (A)
1998Jan,0.0294,Normal value (A)
1997Dec,0.0359,Normal value (A)
1997Nov,0.0495,Normal value (A)
1997Oct,0.0544,Normal value (A)
1997Sep,0.0522,Normal value (A)
1997Aug,0.0493,Normal value (A)
1997Jul,0.0571,Normal value (A)
1997Jun,0.0620,Normal value (A)
1997May,0.0763,Normal value (A)
1997Apr,0.0752,Normal value (A)
1997Mar,0.1247,Normal value (A)
1997Feb,0.1079,Normal value (A)
1997Jan,0.0952,Normal value (A)
1996Dec,0.0923,Normal value (A)
1996Nov,0.0769,Normal value (A)
1996Oct,0.0640,Normal value (A)
1996Sep,0.0657,Normal value (A)
1996Aug,0.0966,Normal value (A)
1996Jul,0.0577,Normal value (A)
1996Jun,0.0748,Normal value (A)
1996May,0.0420,Normal value (A)
1996Apr,0.0942,Normal value (A)
1996Mar,0.1245,Normal value (A)
1996Feb,0.1269,Normal value (A)
1996Jan,0.0827,Normal value (A)
1995Dec,0.0498,Normal value (A)
1995Nov,0.1242,Normal value (A)
1995Oct,0.1267,Normal value (A)
1995Sep,0.1733,Normal value (A)
1995Aug,0.0856,Normal value (A)
1995Jul,0.1067,Normal value (A)
1995Jun,0.1060,Normal value (A)
1995May,0.1509,Normal value (A)
1995Apr,0.1796,Normal value (A)
1995Mar,0.1528,Normal value (A)
1995Feb,0.0533,Normal value (A)
1995Jan,0.0996,Normal value (A)
1994Dec,0.0763,Normal value (A)
1994Nov,0.0738,Normal value (A)
1994Oct,0.1112,Normal value (A)
1994Sep,0.1560,Normal value (A)
1994Aug,0.1504,Normal value (A)
1994Jul,0.2299,Normal value (A)
1994Jun,0.2225,Normal value (A)
1994May,0.1444,Normal value (A)
1994Apr,0.1546,Normal value (A)
1994Mar,0.1428,Normal value (A)
1994Feb,0.1360,Normal value (A)
1994Jan,0.0988,Normal value (A)
1993Dec,0.1937,Normal value (A)
1993Nov,0.1807,Normal value (A)
1993Oct,0.2012,Normal value (A)
1993Sep,0.2812,Normal value (A)
1993Aug,0.2595,Normal value (A)
1993Jul,0.2921,Normal value (A)
1993Jun,0.2090,Normal value (A)
1993May,0.3549,Normal value (A)
1993Apr,0.3721,Normal value (A)
1993Mar,0.4769,Normal value (A)
1993Feb,0.5271,Normal value (A)
1993Jan,0.5031,Normal value (A)
1992Dec,0.5067,Normal value (A)
1992Nov,0.6318,Normal value (A)
1992Oct,0.4368,Normal value (A)
1992Sep,0.4912,Normal value (A)
1992Aug,0.3380,Normal value (A)
1992Jul,0.2427,Normal value (A)
1992Jun,0.1946,Normal value (A)
1992May,0.2044,Normal value (A)
1992Apr,0.2382,Normal value (A)
1992Mar,0.2197,Normal value (A)
1992Feb,0.3765,Normal value (A)
1992Jan,0.2871,Normal value (A)
1991Dec,0.3482,Normal value (A)
1991Nov,0.2496,Normal value (A)
1991Oct,0.2102,Normal value (A)
1991Sep,0.2732,Normal value (A)
1991Aug,0.2614,Normal value (A)
1991Jul,0.1770,Normal value (A)
1991Jun,0.2601,Normal value (A)
1991May,0.2035,Normal value (A)
1991Apr,0.2017,Normal value (A)
1991Mar,0.2176,Normal value (A)
1991Feb,0.2606,Normal value (A)
1991Jan,0.2001,Normal value (A)
1990Dec,0.1002,Normal value (A)
1990Nov,0.1028,Normal value (A)
1990Oct,0.1197,Normal value (A)
1990Sep,0.1200,Normal value (A)
1990Aug,0.1653,Normal value (A)
1990Jul,0.0488,Normal value (A)
1990Jun,0.0647,Normal value (A)
1990May,0.0902,Normal value (A)
1990Apr,0.0683,Normal value (A)
1990Mar,0.1052,Normal value (A)
1990Feb,0.0814,Normal value (A)
1990Jan,0.0921,Normal value (A)
1989Dec,0.0553,Normal value (A)
1989Nov,0.0739,Normal value (A)
1989Oct,0.0413,Normal value (A)
1989Sep,0.0392,Normal value (A)
1989Aug,0.0281,Normal value (A)
1989Jul,0.0266,Normal value (A)
1989Jun,0.0412,Normal value (A)
1989May,0.0273,Normal value (A)
1989Apr,0.0450,Normal value (A)
1989Mar,0.0322,Normal value (A)
1989Feb,0.0387,Normal value (A)
1989Jan,0.0542,Normal value (A)
1988Dec,0.0596,Normal value (A)
1988Nov,0.0667,Normal value (A)
1988Oct,0.0512,Normal value (A)
1988Sep,0.0621,Normal value (A)
1988Aug,0.0752,Normal value (A)
1988Jul,0.0413,Normal value (A)
1988Jun,0.0472,Normal value (A)
1988May,0.0537,Normal value (A)
1988Apr,0.0700,Normal value (A)
1988Mar,0.0992,Normal value (A)
1988Feb,0.0909,Normal value (A)
1988Jan,0.1599,Normal value (A)
1987Dec,0.1287,Normal value (A)
1987Nov,0.1675,Normal value (A)
1987Oct,0.1602,Normal value (A)
1987Sep,0.0478,Normal value (A)
1987Aug,0.0547,Normal value (A)
1987Jul,0.0315,Normal value (A)
1987Jun,0.0869,Normal value (A)
1987May,0.1394,Normal value (A)
1987Apr,0.1233,Normal value (A)
1987Mar,0.0903,Normal value (A)
1987Feb,0.1828,Normal value (A)
1987Jan,0.2840,Normal value (A)
1986Dec,0.0875,Normal value (A)
1986Nov,0.0955,Normal value (A)
1986Oct,0.0562,Normal value (A)
1986Sep,0.0732,Normal value (A)
1986Aug,0.0541,Normal value (A)
1986Jul,0.0443,Normal value (A)
1986Jun,0.0446,Normal value (A)
1986May,0.1235,Normal value (A)
1986Apr,0.1626,Normal value (A)
1986Mar,0.1459,Normal value (A)
1986Feb,0.1727,Normal value (A)
1986Jan,0.1502,Normal value (A)
1985Dec,0.2077,Normal value (A)
1985Nov,0.1948,Normal value (A)
1985Oct,0.1808,Normal value (A)
1985Sep,0.1897,Normal value (A)
1985Aug,0.1430,Normal value (A)
1985Jul,0.1936,Normal value (A)
1985Jun,0.1507,Normal value (A)
1985May,0.2318,Normal value (A)
1985Apr,0.1056,Normal value (A)
1985Mar,0.1703,Normal value (A)
1985Feb,0.2170,Normal value (A)
1985Jan,0.2233,Normal value (A)
1984Dec,0.2377,Normal value (A)
1984Nov,0.2050,Normal value (A)
1984Oct,0.1602,Normal value (A)
1984Sep,0.2507,Normal value (A)
1984Aug,0.1613,Normal value (A)
1984Jul,0.0836,Normal value (A)
1984Jun,0.0518,Normal value (A)
1984May,0.0814,Normal value (A)
1984Apr,0.0859,Normal value (A)
1984Mar,0.1193,Normal value (A)
1984Feb,0.1028,Normal value (A)
1984Jan,0.1122,Normal value (A)
1983Dec,0.1136,Normal value (A)
1983Nov,0.0961,Normal value (A)
1983Oct,0.0725,Normal value (A)
1983Sep,0.1268,Normal value (A)
1983Aug,0.0753,Normal value (A)
1983Jul,0.1555,Normal value (A)
1983Jun,0.1519,Normal value (A)
1983May,0.1270,Normal value (A)
1983Apr,0.2545,Normal value (A)
1983Mar,0.2902,Normal value (A)
1983Feb,0.3015,Normal value (A)
1983Jan,0.3070,Normal value (A)
1982Dec,0.2633,Normal value (A)
1982Nov,0.4582,Normal value (A)
1982Oct,0.4172,Normal value (A)
1982Sep,0.1558,Normal value (A)
1982Aug,0.1380,Normal value (A)
1982Jul,0.1541,Normal value (A)
1982Jun,0.1539,Normal value (A)
1982May,0.1616,Normal value (A)
1982Apr,0.1890,Normal value (A)
1982Mar,0.2328,Normal value (A)
1982Feb,0.4720,Normal value (A)
1982Jan,0.3460,Normal value (A)
1981Dec,0.3592,Normal value (A)
1981Nov,0.3002,Normal value (A)
1981Oct,0.3121,Normal value (A)
1981Sep,0.3015,Normal value (A)
1981Aug,0.0907,Normal value (A)
1981Jul,0.1010,Normal value (A)
1981Jun,0.1000,Normal value (A)
1981May,0.0978,Normal value (A)
1981Apr,0.0893,Normal value (A)
1981Mar,0.1333,Normal value (A)
1981Feb,0.3024,Normal value (A)
1981Jan,0.1065,Normal value (A)
1980Dec,0.1365,Normal value (A)
1980Nov,0.1196,Normal value (A)
1980Oct,0.1479,Normal value (A)
1980Sep,0.0978,Normal value (A)
1980Aug,0.1059,Normal value (A)
1980Jul,0.0610,Normal value (A)
1980Jun,0.0875,Normal value (A)
1980May,0.0752,Normal value (A)
1980Apr,0.1046,Normal value (A)
1980Mar,0.1593,Normal value (A)
1980Feb,0.1791,Normal value (A)
1980Jan,0.2586,Normal value (A)
1979Dec,0.0574,Normal value (A)
1979Nov,0.0587,Normal value (A)
1979Oct,0.0655,Normal value (A)
1979Sep,0.0914,Normal value (A)
1979Aug,0.0651,Normal value (A)
1979Jul,0.1044,Normal value (A)
1979Jun,0.0800,Normal value (A)
1979May,0.0755,Normal value (A)
1979Apr,0.1412,Normal value (A)
1979Mar,0.0945,Normal value (A)
1979Feb,0.2057,Normal value (A)
1979Jan,0.2200,Normal value (A)
1978Dec,0.1328,Normal value (A)
1978Nov,0.1577,Normal value (A)
1978Oct,0.2440,Normal value (A)
1978Sep,0.1163,Normal value (A)
1978Aug,0.1466,Normal value (A)
1978Jul,0.1624,Normal value (A)
1978Jun,0.0931,Normal value (A)
1978May,0.0651,Normal value (A)
1978Apr,0.0875,Normal value (A)
1978Mar,0.1262,Normal value (A)
1978Feb,0.1608,Normal value (A)
1978Jan,0.2674,Normal value (A)
1977Dec,0.2596,Normal value (A)
1977Nov,0.2276,Normal value (A)
1977Oct,0.1935,Normal value (A)
1977Sep,0.2844,Normal value (A)
1977Aug,0.2909,Normal value (A)
1977Jul,0.1896,Normal value (A)
1977Jun,0.2279,Normal value (A)
1977May,0.1728,Normal value (A)
1977Apr,0.3255,Normal value (A)
1977Mar,0.2485,Normal value (A)
1977Feb,0.3761,Normal value (A)
1977Jan,0.3731,Normal value (A)
1976Dec,0.2891,Normal value (A)
1976Nov,0.3800,Normal value (A)
1976Oct,0.4697,Normal value (A)
1976Sep,0.0993,Normal value (A)
1976Aug,0.1282,Normal value (A)
1976Jul,0.0529,Normal value (A)
1976Jun,0.0617,Normal value (A)
1976May,0.0818,Normal value (A)
1976Apr,0.1397,Normal value (A)
1976Mar,0.1358,Normal value (A)
1976Feb,0.1340,Normal value (A)
1976Jan,0.1166,Normal value (A)
1975Dec,0.1220,Normal value (A)
1975Nov,0.2579,Normal value (A)
1975Oct,0.2273,Normal value (A)
1975Sep,0.2740,Normal value (A)
1975Aug,0.1330,Normal value (A)
1975Jul,0.0703,Normal value (A)
1975Jun,0.1289,Normal value (A)
1975May,0.2057,Normal value (A)
1975Apr,0.1756,Normal value (A)
1975Mar,0.1355,Normal value (A)
1975Feb,0.1917,Normal value (A)
1975Jan,0.1205,Normal value (A)
1974Dec,0.1744,Normal value (A)
1974Nov,0.1326,Normal value (A)
1974Oct,0.1446,Normal value (A)
1974Sep,0.1395,Normal value (A)
1974Aug,0.1127,Normal value (A)
1974Jul,0.0491,Normal value (A)
1974Jun,0.0672,Normal value (A)
1974May,0.1103,Normal value (A)
1974Apr,0.0595,Normal value (A)
1974Mar,0.0619,Normal value (A)
1974Feb,0.1831,Normal value (A)
1974Jan,0.1380,Normal value (A)
1973Dec,0.0873,Normal value (A)
1973Nov,0.0695,Normal value (A)
1973Oct,0.0380,Normal value (A)
1973Sep,0.0636,Normal value (A)
1973Aug,0.0528,Normal value (A)
1973Jul,0.0219,Normal value (A)
1973Jun,0.0576,Normal value (A)
1973May,0.0330,Normal value (A)
1973Apr,0.0840,Normal value (A)
1973Mar,0.0583,Normal value (A)
1973Feb,0.0524,Normal value (A)
1973Jan,0.0589,Normal value (A)
1972Dec,0.1530,Normal value (A)
1972Nov,0.0565,Normal value (A)
1972Oct,0.0877,Normal value (A)
1972Sep,0.0803,Normal value (A)
1972Aug,0.0878,Normal value (A)
1972Jul,0.1357,Normal value (A)
1972Jun,0.0386,Normal value (A)
1972May,0.0742,Normal value (A)
1972Apr,0.1011,Normal value (A)
1972Mar,0.1187,Normal value (A)
1972Feb,0.1631,Normal value (A)
1972Jan,0.2662,Normal value (A)
1971Dec,0.2070,Normal value (A)
1971Nov,0.1636,Normal value (A)
1971Oct,0.1807,Normal value (A)
1971Sep,0.3131,Normal value (A)
1971Aug,0.1429,Normal value (A)
1971Jul,0.1080,Normal value (A)
1971Jun,0.0763,Normal value (A)
1971May,0.1851,Normal value (A)
1971Apr,0.1798,Normal value (A)
1971Mar,0.1033,Normal value (A)
1971Feb,0.1839,Normal value (A)
1971Jan,0.1734,Normal value (A)
1970Dec,0.0225,Normal value (A)
1970Nov,0.0588,Normal value (A)
1970Oct,0.0725,Normal value (A)
1970Sep,0.0399,Normal value (A)
1970Aug,0.0549,Normal value (A)
1970Jul,0.0700,Normal value (A)
1970Jun,0.0923,Normal value (A)
1970May,0.0708,Normal value (A)
1970Apr,0.0946,Normal value (A)
1970Mar,0.0593,Normal value (A)
1970Feb,0.1038,Normal value (A)
1970Jan,0.0767,Normal value (A)
